1,hippocampus_R
2,amygdala_R
3,thalamus_posterior_R
4,thalamus_anterior_R
5,pallidum_R
6,accumbens_R
7,putamen_R
8,caudate_R
9,hippocampus_L
10,amygdala_L
11,thalamus_posterior_L
12,thalamus_anterior_L
13,pallidum_L
14,accumbens_L
15,putamen_L
16,caudate_L
